Id,Name,DisplayName,PlantName,Latitude,Longitude,Country,CountryCode,Status,ReactorType,ReactorModel,ConstructionStartAt,OperationalFrom,OperationalTo,Capacity,Operator,LastUpdatedAt,Source,IAEAId,WnaUrl
493,ENRICO FERMI,Enrico Fermi,Enrico Fermi (Italy),45.18276,8.2774,Italy,IT,Shutdown,PWR,W (4-loop),1961-07-01,1965-01-01,1990-07-01,247,Societa Gestione Impanti Nucleari S.P.A.,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/enrico-fermi
494,GARIGLIANO,Garigliano,Garigliano,41.2579,13.835,Italy,IT,Shutdown,BWR,BWR-1,1959-11-01,1964-06-01,1982-03-01,150,Societa Gestione Impanti Nucleari S.P.A.,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/garigliano
495,LATINA,Latina,Latina,41.4267,12.8081,Italy,IT,Shutdown,GCR,MAGNOX,1958-11-01,1964-01-01,1987-12-01,200,Societa Gestione Impanti Nucleari S.P.A.,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/latina
496,FUGEN ATR,Fugen ATR,Fugen,35.7514,136.02,Japan,JP,Shutdown,HWLWR,ATR,1972-05-10,1979-03-20,2003-03-29,148,Japan Atomic Energy Agency,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/fugen-atr
497,FUKUSHIMA-DAIICHI-1,Fukushima-Daiichi-1,Fukushima Daiichi,37.423,141.032,Japan,JP,Shutdown,BWR,BWR-3,1967-07-25,1971-03-26,2011-05-19,439,"Tokyo Electric Power Company Holdings, Inc.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/fukushima-daiichi-1
498,FUKUSHIMA-DAIICHI-2,Fukushima-Daiichi-2,Fukushima Daiichi,37.4222,141.032,Japan,JP,Shutdown,BWR,BWR-4,1969-06-09,1974-07-18,2011-05-19,760,"Tokyo Electric Power Company Holdings, Inc.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/fukushima-daiichi-2
499,FUKUSHIMA-DAIICHI-3,Fukushima-Daiichi-3,Fukushima Daiichi,37.4211,141.032,Japan,JP,Shutdown,BWR,BWR-4,1970-12-28,1976-03-27,2011-05-19,760,"Tokyo Electric Power Company Holdings, Inc.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/fukushima-daiichi-3
500,FUKUSHIMA-DAIICHI-4,Fukushima-Daiichi-4,Fukushima Daiichi,37.4199,141.032,Japan,JP,Shutdown,BWR,BWR-4,1973-02-12,1978-10-12,2011-05-19,760,"Tokyo Electric Power Company Holdings, Inc.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/fukushima-daiichi-4
501,FUKUSHIMA-DAIICHI-5,Fukushima-Daiichi-5,Fukushima Daiichi,37.428,141.031,Japan,JP,Shutdown,BWR,BWR-4,1972-05-22,1978-04-18,2013-12-17,760,"Tokyo Electric Power Company Holdings, Inc.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/fukushima-daiichi-5
502,FUKUSHIMA-DAIICHI-6,Fukushima-Daiichi-6,Fukushima Daiichi,37.429,141.031,Japan,JP,Shutdown,BWR,BWR-5,1973-10-26,1979-10-24,2013-12-17,1067,"Tokyo Electric Power Company Holdings, Inc.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/fukushima-daiichi-6
503,FUKUSHIMA-DAINI-1,Fukushima-Daini-1,Fukushima Daini,37.3153,141.024,Japan,JP,Shutdown,BWR,BWR-5,1976-03-16,1982-04-20,2019-09-30,1067,"Tokyo Electric Power Company Holdings, Inc.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/fukushima-daini-1
504,FUKUSHIMA-DAINI-2,Fukushima-Daini-2,Fukushima Daini,37.3153,141.025,Japan,JP,Shutdown,BWR,BWR-5,1979-05-25,1984-02-03,2019-09-30,1067,"Tokyo Electric Power Company Holdings, Inc.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/fukushima-daini-2
505,FUKUSHIMA-DAINI-3,Fukushima-Daini-3,Fukushima Daini,37.3153,141.026,Japan,JP,Shutdown,BWR,BWR-5,1981-03-23,1985-06-21,2019-09-30,1067,"Tokyo Electric Power Company Holdings, Inc.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/fukushima-daini-3
506,FUKUSHIMA-DAINI-4,Fukushima-Daini-4,Fukushima Daini,37.3153,141.027,Japan,JP,Shutdown,BWR,BWR-5,1981-05-28,1987-08-25,2019-09-30,1067,"Tokyo Electric Power Company Holdings, Inc.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/fukushima-daini-4
507,GENKAI-1,Genkai-1,Genkai,33.5179,129.837,Japan,JP,Shutdown,PWR,M (2-loop),1971-09-15,1975-10-15,2015-04-27,529,"Kyushu Electric Power Co., Inc.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/genkai-1
508,GENKAI-2,Genkai-2,Genkai,33.5174,129.837,Japan,JP,Shutdown,PWR,M (2-loop),1977-02-01,1981-03-30,2019-04-09,529,"Kyushu Electric Power Co., Inc.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/genkai-2
509,GENKAI-3,Genkai-3,Genkai,33.5169,129.837,Japan,JP,Operational,PWR,M (4-loop),1988-06-01,1994-03-18,,1127,"Kyushu Electric Power Co., Inc.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/genkai-3
510,GENKAI-4,Genkai-4,Genkai,33.5164,129.837,Japan,JP,Operational,PWR,M (4-loop),1992-07-15,1997-07-25,,1127,"Kyushu Electric Power Co., Inc.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/genkai-4
511,HAMAOKA-1,Hamaoka-1,Hamaoka,34.6213,138.141,Japan,JP,Shutdown,BWR,BWR-4,1971-06-10,1976-03-17,2009-01-30,516,"Chubu Electric Power Co., Inc.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/hamaoka-1
512,HAMAOKA-2,Hamaoka-2,Hamaoka,34.6208,138.141,Japan,JP,Shutdown,BWR,BWR-4,1974-06-14,1978-11-29,2009-01-30,814,"Chubu Electric Power Co., Inc.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/hamaoka-2
513,HAMAOKA-3,Hamaoka-3,Hamaoka,34.6203,138.141,Japan,JP,Operational,BWR,BWR-5,1983-04-18,1987-08-28,,1056,"Chubu Electric Power Co., Inc.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/hamaoka-3
514,HAMAOKA-4,Hamaoka-4,Hamaoka,34.6198,138.141,Japan,JP,Operational,BWR,BWR-5,1989-10-13,1993-09-03,,1092,"Chubu Electric Power Co., Inc.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/hamaoka-4
515,HAMAOKA-5,Hamaoka-5,Hamaoka,34.6193,138.141,Japan,JP,Operational,BWR,ABWR,2000-07-12,2005-01-18,,1325,"Chubu Electric Power Co., Inc.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/hamaoka-5
516,HIGASHI DORI-1 (TOHOKU),Higashi Dori-1 (Tohoku),Higashidori,41.1881,141.393,Japan,JP,Operational,BWR,BWR-5,2000-11-07,2005-12-08,,1067,"Tohoku Electric Power Co., Inc",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/higashi-dori-1-(tohoku)
517,IKATA-1,Ikata-1,Ikata,33.491,132.309,Japan,JP,Shutdown,PWR,M (2-loop),1973-09-01,1977-09-30,2016-05-10,538,"Shikoku Electric Power Co., Inc",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/ikata-1
518,IKATA-2,Ikata-2,Ikata,33.491,132.31,Japan,JP,Shutdown,PWR,M (2-loop),1978-08-01,1982-03-19,2018-05-23,538,"Shikoku Electric Power Co., Inc",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/ikata-2
519,IKATA-3,Ikata-3,Ikata,33.4908,132.312,Japan,JP,Operational,PWR,M (3-loop),1990-10-01,1994-12-15,,846,"Shikoku Electric Power Co., Inc",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/ikata-3
520,JPDR,Japan Power Demonstration Reactor (JPDR),JPDR,36.4569888,140.6068366,Japan,JP,Shutdown,BWR,BWR-1,1960-12-01,1965-03-15,1976-03-18,10,Japan Atomic Energy Agency,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/japan-power-demonstration-reactor-(jpdr)
521,KASHIWAZAKI KARIWA-1,Kashiwazaki Kariwa-1,Kashiwazaki-Kariwa,37.434,138.598,Japan,JP,Operational,BWR,BWR-5,1980-06-05,1985-09-18,,1067,"Tokyo Electric Power Company Holdings, Inc.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/kashiwazaki-kariwa-1
522,KASHIWAZAKI KARIWA-2,Kashiwazaki Kariwa-2,Kashiwazaki-Kariwa,37.4335,138.598,Japan,JP,Operational,BWR,BWR-5,1985-11-18,1990-09-28,,1067,"Tokyo Electric Power Company Holdings, Inc.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/kashiwazaki-kariwa-2
523,KASHIWAZAKI KARIWA-3,Kashiwazaki Kariwa-3,Kashiwazaki-Kariwa,37.433,138.598,Japan,JP,Operational,BWR,BWR-5,1989-03-07,1993-08-11,,1067,"Tokyo Electric Power Company Holdings, Inc.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/kashiwazaki-kariwa-3
524,KASHIWAZAKI KARIWA-4,Kashiwazaki Kariwa-4,Kashiwazaki-Kariwa,37.4325,138.598,Japan,JP,Operational,BWR,BWR-5,1990-03-05,1994-08-11,,1067,"Tokyo Electric Power Company Holdings, Inc.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/kashiwazaki-kariwa-4
525,KASHIWAZAKI KARIWA-5,Kashiwazaki Kariwa-5,Kashiwazaki-Kariwa,37.432,138.598,Japan,JP,Operational,BWR,BWR-5,1985-06-20,1990-04-10,,1067,"Tokyo Electric Power Company Holdings, Inc.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/kashiwazaki-kariwa-5
526,KASHIWAZAKI KARIWA-6,Kashiwazaki Kariwa-6,Kashiwazaki-Kariwa,37.4315,138.598,Japan,JP,Operational,BWR,ABWR,1992-11-03,1996-11-07,,1315,"Tokyo Electric Power Company Holdings, Inc.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/kashiwazaki-kariwa-6
527,KASHIWAZAKI KARIWA-7,Kashiwazaki Kariwa-7,Kashiwazaki-Kariwa,37.431,138.598,Japan,JP,Operational,BWR,ABWR,1993-07-01,1997-07-02,,1315,"Tokyo Electric Power Company Holdings, Inc.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/kashiwazaki-kariwa-7
528,MIHAMA-1,Mihama-1,Mihama,35.7013,135.962,Japan,JP,Shutdown,PWR,W (2-loop),1967-02-01,1970-11-28,2015-04-27,320,Kansai Electric Power Co.,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/mihama-1
529,MIHAMA-2,Mihama-2,Mihama,35.7008,135.962,Japan,JP,Shutdown,PWR,M (2-loop),1968-05-29,1972-07-25,2015-04-27,470,Kansai Electric Power Co.,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/mihama-2
530,MIHAMA-3,Mihama-3,Mihama,35.7034,135.961,Japan,JP,Operational,PWR,M (3-loop),1972-08-07,1976-12-01,,780,Kansai Electric Power Co.,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/mihama-3
531,MONJU,Monju,Monju,35.7391,135.988,Japan,JP,Shutdown,FBR,-,1986-05-10,1995-08-29,2017-12-05,246,Japan Atomic Energy Agency,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/monju
532,OHI-1,Ohi-1,Ohi,35.5437,135.652,Japan,JP,Shutdown,PWR,W (4-loop),1972-10-26,1979-03-27,2018-03-01,1120,Kansai Electric Power Co.,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/ohi-1
533,OHI-2,Ohi-2,Ohi,35.5432,135.652,Japan,JP,Shutdown,PWR,W (4-loop),1972-12-08,1979-12-05,2018-03-01,1120,Kansai Electric Power Co.,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/ohi-2
534,OHI-3,Ohi-3,Ohi,35.5422,135.652,Japan,JP,Operational,PWR,M (4-loop),1987-10-03,1991-12-18,,1127,Kansai Electric Power Co.,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/ohi-3
535,OHI-4,Ohi-4,Ohi,35.5422,135.652,Japan,JP,Operational,PWR,M (4-loop),1988-06-13,1993-02-02,,1127,Kansai Electric Power Co.,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/ohi-4
536,OHMA,Ohma,Ohma,41.507,140.909,Japan,JP,Under Construction,BWR,ABWR,2010-05-07,,,1328,"Electric Power Development Co., Ltd.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/ohma
537,ONAGAWA-1,Onagawa-1,Onagawa,38.4,141.504,Japan,JP,Shutdown,BWR,BWR-4,1980-07-08,1984-06-01,2018-12-21,498,"Tohoku Electric Power Co., Inc",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/onagawa-1
538,ONAGAWA-2,Onagawa-2,Onagawa,38.4005,141.504,Japan,JP,Operational,BWR,BWR-5,1991-04-12,1995-07-28,,796,"Tohoku Electric Power Co., Inc",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/onagawa-2
539,ONAGAWA-3,Onagawa-3,Onagawa,38.401,141.504,Japan,JP,Operational,BWR,BWR-5,1998-01-23,2002-01-30,,796,"Tohoku Electric Power Co., Inc",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/onagawa-3
540,SENDAI-1,Sendai-1,Sendai,31.8339,130.193,Japan,JP,Operational,PWR,M (3-loop),1979-12-15,1984-07-04,,846,"Kyushu Electric Power Co., Inc.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/sendai-1
541,SENDAI-2,Sendai-2,Sendai,31.8339,130.193,Japan,JP,Operational,PWR,M (3-loop),1981-10-12,1985-11-28,,846,"Kyushu Electric Power Co., Inc.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/sendai-2
542,SHIKA-1,Shika-1,Shika,37.0611,136.728,Japan,JP,Operational,BWR,BWR-5,1989-07-01,1993-07-30,,505,Hokuriku Electric Power Co.,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/shika-1
543,SHIKA-2,Shika-2,Shika,37.0611,136.729,Japan,JP,Operational,BWR,ABWR,2001-08-20,2006-03-15,,1304,Hokuriku Electric Power Co.,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/shika-2
544,SHIMANE-1,Shimane-1,Shimane,35.5368,132.999,Japan,JP,Shutdown,BWR,BWR-3,1970-07-02,1974-03-29,2015-04-30,439,"The Chugoku Electric Power Co., Inc.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/shimane-1
545,SHIMANE-2,Shimane-2,Shimane,35.5367,133.0,Japan,JP,Operational,BWR,BWR-5,1985-02-02,1989-02-10,,789,"The Chugoku Electric Power Co., Inc.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/shimane-2
546,SHIMANE-3,Shimane-3,Shimane,35.5388,133.005,Japan,JP,Under Construction,BWR,ABWR,2006-10-24,,,1325,"The Chugoku Electric Power Co., Inc.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/shimane-3
547,TAKAHAMA-1,Takahama-1,Takahama,35.5195,135.503,Japan,JP,Operational,PWR,M (3-loop),1970-04-25,1974-11-14,,780,Kansai Electric Power Co.,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/takahama-1
548,TAKAHAMA-2,Takahama-2,Takahama,35.52,135.503,Japan,JP,Operational,PWR,M (3-loop),1971-03-09,1975-11-14,,780,Kansai Electric Power Co.,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/takahama-2
549,TAKAHAMA-3,Takahama-3,Takahama,35.5205,135.503,Japan,JP,Operational,PWR,M (3-loop),1980-12-12,1985-01-17,,830,Kansai Electric Power Co.,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/takahama-3
550,TAKAHAMA-4,Takahama-4,Takahama,35.521,135.503,Japan,JP,Operational,PWR,M (3-loop),1981-03-19,1985-06-05,,830,Kansai Electric Power Co.,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/takahama-4
551,TOKAI-1,Tokai-1,Tokai,36.4664,140.612,Japan,JP,Shutdown,GCR,MAGNOX,1961-03-01,1966-07-25,1998-03-31,159,Japan Atomic Power Co.,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/tokai-1
552,TOKAI-2,Tokai-2,Tokai,36.4664,140.614,Japan,JP,Operational,BWR,BWR-5,1973-10-03,1978-11-28,,1056,Japan Atomic Power Co.,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/tokai-2
553,TOMARI-1,Tomari-1,Tomari,43.0375,140.515,Japan,JP,Operational,PWR,M (2-loop),1985-04-18,1989-06-22,,550,"Hokkaido Electric Power Co., Inc.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/tomari-1
554,TOMARI-2,Tomari-2,Tomari,43.0375,140.516,Japan,JP,Operational,PWR,M (2-loop),1985-06-13,1991-04-12,,550,"Hokkaido Electric Power Co., Inc.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/tomari-2
555,TOMARI-3,Tomari-3,Tomari,43.0344,140.517,Japan,JP,Operational,PWR,M (3-loop),2004-11-18,2009-12-22,,866,"Hokkaido Electric Power Co., Inc.",2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/tomari-3
556,TSURUGA-1,Tsuruga-1,Tsuruga,35.6725,136.079,Japan,JP,Shutdown,BWR,BWR-2,1966-04-22,1970-03-14,2015-04-27,341,Japan Atomic Power Co.,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/tsuruga-1
557,TSURUGA-2,Tsuruga-2,Tsuruga,35.6725,136.08,Japan,JP,Operational,PWR,M (4-loop),1982-11-06,1987-02-17,,1115,Japan Atomic Power Co.,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/tsuruga-2
558,AKTAU,Aktau,Aktau,43.607,51.283,Kazakhstan,KZ,Shutdown,FBR,BN-350,1964-10-01,1973-07-16,1999-04-22,52,Limited Liability Partnership «Mangistau Atomic Energy Complex-Kazatomprom»,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/aktau
561,IGNALINA-1,Ignalina-1,Ignalina,55.6038,26.5621,Lithuania,LT,Shutdown,LWGR,RBMK-1500,1977-05-01,1985-05-01,2004-12-31,1500,Ignalina Nuclear Power Plant,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/ignalina-1
562,IGNALINA-2,Ignalina-2,Ignalina,55.6038,26.5631,Lithuania,LT,Shutdown,LWGR,RBMK-1500,1978-01-01,1987-12-01,2009-12-31,1500,Ignalina Nuclear Power Plant,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/ignalina-2
563,LAGUNA VERDE-1,Laguna Verde-1,Laguna Verde,19.7189,-96.4049,Mexico,MX,Operational,BWR,BWR-5,1976-09-27,1990-07-29,,780,Comision Federal De Electricidad,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/laguna-verde-1
564,LAGUNA VERDE-2,Laguna Verde-2,Laguna Verde,19.7189,-96.4039,Mexico,MX,Operational,BWR,BWR-5,1977-05-31,1995-04-10,,780,Comision Federal De Electricidad,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/laguna-verde-2
565,BORSSELE,Borssele,Borssele,51.4311,3.71867,Netherlands,NL,Operational,PWR,2-loops KWU,1969-07-01,1973-10-26,,495,N.V. Elektriciteits-Produktiemaatschappij Zuid-Nederland,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/borssele
566,DODEWAARD,Dodewaard,Dodewaard,51.899,5.68683,Netherlands,NL,Shutdown,BWR,GE design,1965-05-01,1969-03-26,1997-03-26,54,Bv Gemeenschappelijke Kernenergiecentrale Nederland (Bv Gkn),2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/dodewaard
567,CHASNUPP-1,Chashma Nuclear Power Plant 1,Chasnupp,32.3919,71.463,Pakistan,PK,Operational,PWR,CNP-300,1993-08-01,2000-09-15,,300,Pakistan Atomic Energy Commission,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/chashma-nuclear-power-plant-1
568,CHASNUPP-2,Chashma Nuclear Power Plant 2,Chasnupp,32.3919,71.464,Pakistan,PK,Operational,PWR,CNP-300,2005-12-28,2011-05-18,,300,Pakistan Atomic Energy Commission,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/chashma-nuclear-power-plant-2
569,CHASNUPP-3,Chashma Nuclear Power Plant 3,Chasnupp,32.3919,71.465,Pakistan,PK,Operational,PWR,CNP-300,2011-05-28,2016-12-06,,315,Pakistan Atomic Energy Commission,2026-03-27T00:19:47Z,WNA Explorer / Reactor Database,,https://world-nuclear.org/nuclear-reactor-database/details/chashma-nuclear-power-plant-3
